Suburb,Postcode,Council,SocioEconomicStatus,Remoteness Level
PORT DAVIS,5540,PORT PIRIE REGIONAL COUNCIL,0,Not Applicable
RISDON PARK SOUTH,5540,PORT PIRIE REGIONAL COUNCIL,0,Outer Regional Australia
SOLOMONTOWN,5540,PORT PIRIE REGIONAL COUNCIL,0,Outer Regional Australia
TELOWIE,5540,THE DC OF MOUNT REMARKABLE,0,Not Applicable
WARNERTOWN,5540,PORT PIRIE REGIONAL COUNCIL,0,Outer Regional Australia
BEAUFORT,5550,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
BOWMANS,5550,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
INKERMAN,5550,WAKEFIELD REGIONAL COUNCIL,0,Inner Regional Australia
KALLORA,5550,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
NANTAWARRA,5550,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
PORT WAKEFIELD,5550,WAKEFIELD REGIONAL COUNCIL,0,Inner Regional Australia
PROOF RANGE,5550,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
SOUTH HUMMOCKS,5550,BARUNGA WEST COUNCIL,0,Outer Regional Australia
KAINTON,5552,YORKE PENINSULA COUNCIL,0,Not Applicable
WALLAROO MINES,5554,COPPER COAST COUNCIL,0,Outer Regional Australia
WILLAMULKA,5554,COPPER COAST COUNCIL,0,Not Applicable
KULPARA,5552,BARUNGA WEST COUNCIL,0,Not Applicable
MELTON,5552,BARUNGA WEST COUNCIL,0,Not Applicable
PASKEVILLE,5552,COPPER COAST COUNCIL,0,Outer Regional Australia
PORT ARTHUR,5552,YORKE PENINSULA COUNCIL,0,Not Applicable
SUNNYVALE,5552,YORKE PENINSULA COUNCIL,0,Not Applicable
THRINGTON,5552,COPPER COAST COUNCIL,0,Not Applicable
BOORS PLAIN,5554,COPPER COAST COUNCIL,0,Not Applicable
CUNLIFFE,5554,COPPER COAST COUNCIL,0,Outer Regional Australia
JERICHO,5554,COPPER COAST COUNCIL,0,Not Applicable
JERUSALEM,5554,COPPER COAST COUNCIL,0,Not Applicable
KADINA,5554,COPPER COAST COUNCIL,0,Outer Regional Australia
MATTA FLAT,5554,COPPER COAST COUNCIL,0,Outer Regional Australia
NEW TOWN,5554,COPPER COAST COUNCIL,0,Outer Regional Australia
THOMAS PLAIN,5554,BARUNGA WEST COUNCIL,0,Not Applicable
HOPE GAP,5555,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
LAKE VIEW,5555,WAKEFIELD REGIONAL COUNCIL,0,Not Applicable
MUNDOORA,5555,BARUNGA WEST COUNCIL,0,Not Applicable
TICKERA,5555,BARUNGA WEST COUNCIL,0,Outer Regional Australia
NORTH BEACH,5556,COPPER COAST COUNCIL,0,Outer Regional Australia
WALLAROO,5556,COPPER COAST COUNCIL,0,Outer Regional Australia
WALLAROO PLAIN,5556,COPPER COAST COUNCIL,0,Outer Regional Australia
WARBURTO,5556,COPPER COAST COUNCIL,0,Not Applicable
CROSS ROADS,5558,COPPER COAST COUNCIL,0,Not Applicable
EAST MOONTA,5558,COPPER COAST COUNCIL,0,Not Applicable
HAMLEY,5558,COPPER COAST COUNCIL,0,Not Applicable
KOOROONA,5558,COPPER COAST COUNCIL,0,Outer Regional Australia
MOONTA,5558,COPPER COAST COUNCIL,0,Outer Regional Australia
MOONTA BAY,5558,COPPER COAST COUNCIL,0,Outer Regional Australia
MOONTA MINES,5558,COPPER COAST COUNCIL,0,Not Applicable
NALYAPPA,5558,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
NORTH MOONTA,5558,COPPER COAST COUNCIL,0,Outer Regional Australia
NORTH YELTA,5558,COPPER COAST COUNCIL,0,Not Applicable
PARAMATTA,5558,COPPER COAST COUNCIL,0,Not Applicable
PORT HUGHES,5558,COPPER COAST COUNCIL,0,Not Applicable
YELTA,5558,COPPER COAST COUNCIL,0,Outer Regional Australia
BUTE,5560,BARUNGA WEST COUNCIL,0,Outer Regional Australia
NINNES,5560,BARUNGA WEST COUNCIL,0,Outer Regional Australia
CLINTON,5570,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
CLINTON CENTRE,5570,YORKE PENINSULA COUNCIL,0,Not Applicable
PRICE,5570,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
WINULTA,5570,YORKE PENINSULA COUNCIL,0,Not Applicable
ARDROSSAN,5571,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
DOWLINGVILLE,5571,YORKE PENINSULA COUNCIL,0,Not Applicable
BLACK POINT,5571,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
CUNNINGHAM,5571,YORKE PENINSULA COUNCIL,0,Not Applicable
MAITLAND,5573,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
JAMES WELL,5571,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
PETERSVILLE,5571,YORKE PENINSULA COUNCIL,0,Not Applicable
PINE POINT,5571,YORKE PENINSULA COUNCIL,0,Not Applicable
ROGUES POINT,5571,YORKE PENINSULA COUNCIL,0,Not Applicable
POINT PEARCE,5573,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
PORT VICTORIA,5573,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
SOUTH KILKERRAN,5573,YORKE PENINSULA COUNCIL,0,Not Applicable
URANIA,5573,YORKE PENINSULA COUNCIL,0,Not Applicable
SANDILANDS,5571,YORKE PENINSULA COUNCIL,0,Not Applicable
TIDDY WIDDY BEACH,5571,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
ARTHURTON,5572,YORKE PENINSULA COUNCIL,0,Not Applicable
BALGOWAN,5573,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
CHINAMAN WELLS,5573,YORKE PENINSULA COUNCIL,0,Not Applicable
WAURALTEE,5573,YORKE PENINSULA COUNCIL,0,Not Applicable
WEETULTA,5573,YORKE PENINSULA COUNCIL,0,Not Applicable
YORKE VALLEY,5573,YORKE PENINSULA COUNCIL,0,Not Applicable
BLUFF BEACH,5575,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
KAPINNIE,5632,LOWER EYRE COUNCIL,0,Not Applicable
BRENTWOOD,5575,YORKE PENINSULA COUNCIL,0,Not Applicable
CORNY POINT,5575,YORKE PENINSULA COUNCIL,0,Remote Australia
YALLUNDA FLAT,5607,THE DC OF TUMBY BAY,0,Not Applicable
HARDWICKE BAY,5575,YORKE PENINSULA COUNCIL,0,Remote Australia
KOOLYWURTIE,5575,YORKE PENINSULA COUNCIL,0,Not Applicable
MARION BAY,5575,YORKE PENINSULA COUNCIL,0,Remote Australia
MINLATON,5575,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
THE PINES,5577,YORKE PENINSULA COUNCIL,0,Remote Australia
PARSONS BEACH,5575,YORKE PENINSULA COUNCIL,0,Not Applicable
POINT TURTON,5575,YORKE PENINSULA COUNCIL,0,Remote Australia
PORT RICKABY,5575,YORKE PENINSULA COUNCIL,0,Not Applicable
RAMSAY,5575,YORKE PENINSULA COUNCIL,0,Not Applicable
WHITE HUT,5575,YORKE PENINSULA COUNCIL,0,Not Applicable
WOOL BAY,5575,YORKE PENINSULA COUNCIL,0,Remote Australia
HONITON,5576,YORKE PENINSULA COUNCIL,0,Not Applicable
PORT MOOROWIE,5576,YORKE PENINSULA COUNCIL,0,Not Applicable
YORKETOWN,5576,YORKE PENINSULA COUNCIL,0,Remote Australia
COUCH BEACH,5577,YORKE PENINSULA COUNCIL,0,Not Applicable
FOUL BAY,5577,YORKE PENINSULA COUNCIL,0,Not Applicable
INNESTON,5577,YORKE PENINSULA COUNCIL,0,Not Applicable
POINT SOUTTAR,5577,YORKE PENINSULA COUNCIL,0,Not Applicable
PORT LINCOLN,5606,CITY OF PORT LINCOLN,0,Remote Australia
WEDGE ISLAND,5606,YORKE PENINSULA COUNCIL,0,Remote Australia
WAROOKA,5577,YORKE PENINSULA COUNCIL,0,Remote Australia
CURRAMULKA,5580,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
PORT JULIA,5580,YORKE PENINSULA COUNCIL,0,Not Applicable
PORT VINCENT,5581,YORKE PENINSULA COUNCIL,0,Outer Regional Australia
SHEAOAK FLAT,5581,YORKE PENINSULA COUNCIL,0,Not Applicable
STANSBURY,5582,YORKE PENINSULA COUNCIL,0,Remote Australia
COOBOWIE,5583,YORKE PENINSULA COUNCIL,0,Remote Australia
EDITHBURGH,5583,YORKE PENINSULA COUNCIL,0,Remote Australia
SULTANA POINT,5583,YORKE PENINSULA COUNCIL,0,Not Applicable
WHYALLA,5600,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
WHYALLA PLAYFORD,5600,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
MULLAQUANA,5608,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
BACKY POINT,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
DOUGLAS POINT,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
BOSTON,5607,LOWER EYRE COUNCIL,0,Remote Australia
BROOKER,5607,THE DC OF TUMBY BAY,0,Remote Australia
CHARLTON GULLY,5607,LOWER EYRE COUNCIL,0,Not Applicable
COFFIN BAY,5607,LOWER EYRE COUNCIL,0,Remote Australia
DOUGLAS POINT SOUTH,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
COOMUNGA,5607,LOWER EYRE COUNCIL,0,Not Applicable
COULTA,5607,LOWER EYRE COUNCIL,0,Not Applicable
DUCK PONDS,5607,LOWER EYRE COUNCIL,0,Not Applicable
FALSE BAY,5601,UIA WHYALLA,0,Not Applicable
FARM BEACH,5607,LOWER EYRE COUNCIL,0,Not Applicable
FOUNTAIN,5607,LOWER EYRE COUNCIL,0,Remote Australia
KARKOO,5632,LOWER EYRE COUNCIL,0,Not Applicable
FITZGERALD BAY,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
POINT LOWLY,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
POINT LOWLY NORTH,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
PORT BONYTHON,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
GREEN PATCH,5607,LOWER EYRE COUNCIL,0,Not Applicable
HAWSON,5607,LOWER EYRE COUNCIL,0,Not Applicable
KELLIDIE BAY,5607,LOWER EYRE COUNCIL,0,Not Applicable
KIANA,5607,LOWER EYRE COUNCIL,0,Not Applicable
WHYALLA BARSON,5601,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
COWELL,5602,THE DC OF FRANKLIN HARBOUR,0,Remote Australia
KOPPIO,5607,THE DC OF TUMBY BAY,0,Not Applicable
LINCOLN NATIONAL PARK,5607,LOWER EYRE COUNCIL,0,Remote Australia
LIPSON,5607,THE DC OF TUMBY BAY,0,Not Applicable
LITTLE DOUGLAS,5607,LOWER EYRE COUNCIL,0,Not Applicable
WHYALLA NORRIE,5608,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
WHYALLA STUART,5608,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
LUCKY BAY,5602,THE DC OF FRANKLIN HARBOUR,0,Not Applicable
MANGALO,5602,THE DC OF CLEVE,0,Not Applicable
MIDGEE,5602,THE DC OF FRANKLIN HARBOUR,0,Not Applicable
MILTALIE,5602,THE DC OF FRANKLIN HARBOUR,0,Outer Regional Australia
MINBRIE,5602,THE DC OF FRANKLIN HARBOUR,0,Not Applicable
MITCHELLVILLE,5602,THE DC OF FRANKLIN HARBOUR,0,Not Applicable
TIATUKIA,5607,LOWER EYRE COUNCIL,0,Remote Australia
PORT GIBBON,5602,THE DC OF FRANKLIN HARBOUR,0,Remote Australia
ARNO BAY,5603,THE DC OF CLEVE,0,Remote Australia
HINCKS,5603,THE DC OF CLEVE,0,Not Applicable
VERRAN,5603,THE DC OF CLEVE,0,Not Applicable
WHARMINDA,5603,THE DC OF CLEVE,0,Remote Australia
PORT NEILL,5604,THE DC OF TUMBY BAY,0,Remote Australia
BUTLER,5605,THE DC OF TUMBY BAY,0,Not Applicable
TUMBY BAY,5605,THE DC OF TUMBY BAY,0,Remote Australia
LOUTH BAY,5607,LOWER EYRE COUNCIL,0,Not Applicable
MOODY,5607,THE DC OF TUMBY BAY,0,Not Applicable
MOUNT DRUMMOND,5607,LOWER EYRE COUNCIL,0,Remote Australia
TOOLIGIE,5607,DC OF ELLISTON,0,Not Applicable
TOOTENILLA,5607,LOWER EYRE COUNCIL,0,Not Applicable
GILLES DOWNS,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
IRON BARON,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
IRON KNOB,5611,PASTORAL UNINCORPORATED AREA,0,Remote Australia
MOUNT DUTTON BAY,5607,LOWER EYRE COUNCIL,0,Remote Australia
MOUNT HOPE,5607,LOWER EYRE COUNCIL,0,Not Applicable
MURDINGA,5607,DC OF ELLISTON,0,Not Applicable
WANGARY,5607,LOWER EYRE COUNCIL,0,Not Applicable
NORTH SHIELDS,5607,LOWER EYRE COUNCIL,0,Remote Australia
PEARLAH,5607,LOWER EYRE COUNCIL,0,Not Applicable
POINT BOSTON,5607,LOWER EYRE COUNCIL,0,Not Applicable
POONINDIE,5607,LOWER EYRE COUNCIL,0,Not Applicable
SHERINGA,5607,DC OF ELLISTON,0,Not Applicable
SLEAFORD,5607,LOWER EYRE COUNCIL,0,Remote Australia
KATUNGA STATION,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
TULKA,5607,LOWER EYRE COUNCIL,0,Not Applicable
ULEY,5607,LOWER EYRE COUNCIL,0,Not Applicable
UNGARRA,5607,THE DC OF TUMBY BAY,0,Not Applicable
VENUS BAY,5607,DC OF ELLISTON,0,Not Applicable
WANILLA,5607,LOWER EYRE COUNCIL,0,Remote Australia
WHITES FLAT,5607,LOWER EYRE COUNCIL,0,Remote Australia
WHITES RIVER,5607,LOWER EYRE COUNCIL,0,Not Applicable
CUMMINS,5631,LOWER EYRE COUNCIL,0,Remote Australia
COWLEDS LANDING,5609,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
MIDDLEBACK RANGE,5609,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MURNINNIE BEACH,5609,THE CORPORATION OF THE CITY OF WHYALLA,0,Not Applicable
WHYALLA JENKINS,5609,THE CORPORATION OF THE CITY OF WHYALLA,0,Outer Regional Australia
COOYERDOO,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
CORUNNA STATION,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LAKE GILLES,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MYOLA STATION,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
SECRET ROCKS,5611,PASTORAL UNINCORPORATED AREA,0,Not Applicable
EDILLILIE,5630,LOWER EYRE COUNCIL,0,Not Applicable
COCKALEECHIE,5631,THE DC OF TUMBY BAY,0,Not Applicable
YEELANNA,5632,LOWER EYRE COUNCIL,0,Remote Australia
BOONERDO,5633,THE DC OF CLEVE,0,Not Applicable
LOCK,5633,DC OF ELLISTON,0,Not Applicable
ULYERRA,5633,DC OF ELLISTON,0,Remote Australia
CAMPOONA,5640,THE DC OF CLEVE,0,Not Applicable
CLEVE,5640,THE DC OF CLEVE,0,Remote Australia
JAMIESON,5640,THE DC OF CLEVE,0,Not Applicable
WADDIKEE,5640,THE DC OF CLEVE,0,Not Applicable
BARNA,5641,THE DC OF KIMBA,0,Not Applicable
BUCKLEBOO,5641,PASTORAL UNINCORPORATED AREA,0,Not Applicable
BUNGEROO,5641,PASTORAL UNINCORPORATED AREA,0,Not Applicable
CARALUE,5641,THE DC OF KIMBA,0,Not Applicable
CORTLINYE,5641,THE DC OF KIMBA,0,Not Applicable
CUNYARIE,5641,THE DC OF KIMBA,0,Not Applicable
KELLY,5641,THE DC OF KIMBA,0,Not Applicable
KIMBA,5641,THE DC OF KIMBA,0,Remote Australia
MOSELEY,5641,THE DC OF KIMBA,0,Not Applicable
PANITYA,5641,THE DC OF KIMBA,0,Not Applicable
PINKAWILLINIE,5641,THE DC OF KIMBA,0,Not Applicable
SOLOMON,5641,THE DC OF KIMBA,0,Not Applicable
WILCHERRY,5641,THE DC OF KIMBA,0,Not Applicable
YALANDA,5641,THE DC OF KIMBA,0,Not Applicable
YELTANA,5641,PASTORAL UNINCORPORATED AREA,0,Not Applicable
DARKE PEAK,5642,THE DC OF CLEVE,0,Remote Australia
KIELPA,5642,THE DC OF CLEVE,0,Not Applicable
MURLONG,5642,THE DC OF CLEVE,0,Not Applicable
RUDALL,5642,THE DC OF CLEVE,0,Not Applicable
COOTRA,5650,THE DC OF KIMBA,0,Not Applicable
KOONGAWA,5650,WUDINNA DISTRICT COUNCIL,0,Remote Australia
WARRAMBOO,5650,WUDINNA DISTRICT COUNCIL,0,Not Applicable
KYANCUTTA,5651,WUDINNA DISTRICT COUNCIL,0,Not Applicable
PYGERY,5652,WUDINNA DISTRICT COUNCIL,0,Very Remote Australia
WUDINNA,5652,WUDINNA DISTRICT COUNCIL,0,Very Remote Australia
YANINEE,5653,WUDINNA DISTRICT COUNCIL,0,Not Applicable
COCATA,5654,WUDINNA DISTRICT COUNCIL,0,Not Applicable
KARCULTABY,5654,WUDINNA DISTRICT COUNCIL,0,Not Applicable
MINNIPA,5654,WUDINNA DISTRICT COUNCIL,0,Not Applicable
MOUNT DAMPER,5654,WUDINNA DISTRICT COUNCIL,0,Not Applicable
BOCKELBERG,5655,THE DC OF STREAKY BAY,0,Not Applicable
GAWLER RANGES,5655,PASTORAL UNINCORPORATED AREA,0,Not Applicable
KALDOONERA,5655,THE DC OF STREAKY BAY,0,Not Applicable
LOCKES CLAYPAN,5655,PASTORAL UNINCORPORATED AREA,0,Not Applicable
NARLABY,5655,PASTORAL UNINCORPORATED AREA,0,Not Applicable
POOCHERA,5655,THE DC OF STREAKY BAY,0,Not Applicable
CHILPENUNDA,5660,THE DC OF STREAKY BAY,0,Not Applicable
CUNGENA,5660,THE DC OF STREAKY BAY,0,Very Remote Australia
KOOLGERA,5661,THE DC OF STREAKY BAY,0,Not Applicable
PIMBAACLA,5661,THE DC OF CEDUNA,0,Not Applicable
WALLALA,5661,THE DC OF STREAKY BAY,0,Not Applicable
WIRRULLA,5661,THE DC OF STREAKY BAY,0,Not Applicable
YANTANABIE,5661,THE DC OF STREAKY BAY,0,Not Applicable
MOUNT WEDGE,5670,DC OF ELLISTON,0,Not Applicable
MUDAMUCKLA,5680,THE DC OF CEDUNA,0,Not Applicable
BRAMFIELD,5670,DC OF ELLISTON,0,Not Applicable
COLTON,5670,DC OF ELLISTON,0,Not Applicable
COOLILLIE,5670,DC OF ELLISTON,0,Not Applicable
ELLISTON,5670,DC OF ELLISTON,0,Very Remote Australia
KAPPAWANTA,5670,DC OF ELLISTON,0,Not Applicable
MOUNT JOY,5670,DC OF ELLISTON,0,Not Applicable
PALKAGEE,5670,DC OF ELLISTON,0,Not Applicable
POLDA,5670,DC OF ELLISTON,0,Not Applicable
TALIA,5670,DC OF ELLISTON,0,Very Remote Australia
BAIRD BAY,5671,THE DC OF STREAKY BAY,0,Not Applicable
CALCA,5671,THE DC OF STREAKY BAY,0,Not Applicable
COLLEY,5671,THE DC OF STREAKY BAY,0,Not Applicable
MORTANA,5671,THE DC OF STREAKY BAY,0,Not Applicable
MOUNT COOPER,5671,THE DC OF STREAKY BAY,0,Not Applicable
PORT KENNY,5671,DC OF ELLISTON,0,Not Applicable
TYRINGA,5671,THE DC OF STREAKY BAY,0,Not Applicable
WITERA,5671,THE DC OF STREAKY BAY,0,Not Applicable
CARAWA,5680,THE DC OF CEDUNA,0,Not Applicable
CHANDADA,5680,THE DC OF STREAKY BAY,0,Not Applicable
CHINBINGINA,5680,THE DC OF CEDUNA,0,Not Applicable
MARYVALE,5680,THE DC OF STREAKY BAY,0,Not Applicable
PUNTABIE,5680,THE DC OF CEDUNA,0,Not Applicable
EBA ANCHORAGE,5680,THE DC OF STREAKY BAY,0,Not Applicable
HASLAM,5680,THE DC OF STREAKY BAY,0,Not Applicable
INKSTER,5680,THE DC OF STREAKY BAY,0,Not Applicable
LAURA BAY,5680,THE DC OF CEDUNA,0,Not Applicable
KALANBI,5690,THE DC OF CEDUNA,0,Not Applicable
NUNJIKOMPITA,5680,THE DC OF CEDUNA,0,Not Applicable
PERLUBIE,5680,THE DC OF STREAKY BAY,0,Not Applicable
PETINA,5680,THE DC OF STREAKY BAY,0,Not Applicable
PIEDNIPPIE,5680,THE DC OF STREAKY BAY,0,Not Applicable
PINJARRA STATION,5680,PASTORAL UNINCORPORATED AREA,0,Not Applicable
PUREBA,5680,PASTORAL UNINCORPORATED AREA,0,Very Remote Australia
SCEALE BAY,5680,THE DC OF STREAKY BAY,0,Not Applicable
SMOKY BAY,5680,THE DC OF CEDUNA,0,Very Remote Australia
STREAKY BAY,5680,THE DC OF STREAKY BAY,0,Very Remote Australia
WESTALL,5680,THE DC OF STREAKY BAY,0,Not Applicable
YANERBIE,5680,THE DC OF STREAKY BAY,0,Not Applicable
BOOKABIE,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
CEDUNA,5690,THE DC OF CEDUNA,0,Very Remote Australia
KOONIBBA,5690,THE DC OF CEDUNA,0,Very Remote Australia
MALTEE,5690,THE DC OF CEDUNA,0,Not Applicable
MERGHINY,5690,THE DC OF CEDUNA,0,Not Applicable
MITCHIDY MOOLA,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
NADIA,5690,THE DC OF CEDUNA,0,Not Applicable
NANBONA,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
NULLARBOR,5690,PASTORAL UNINCORPORATED AREA,0,Very Remote Australia
OAK VALLEY,5690,MARALINGA TJARUTJA,0,Very Remote Australia
PENONG,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
YUMBARRA,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
ALPANA,5730,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MUNGERANIE,5733,PASTORAL UNINCORPORATED AREA,0,Not Applicable
CEDUNA WATERS,5690,THE DC OF CEDUNA,0,Not Applicable
CHARRA,5690,THE DC OF CEDUNA,0,Very Remote Australia
CHUNDARIA,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
COORABIE,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
DENIAL BAY,5690,THE DC OF CEDUNA,0,Not Applicable
FOWLERS BAY,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
THEVENARD,5690,THE DC OF CEDUNA,0,Very Remote Australia
UWORRA,5690,THE DC OF CEDUNA,0,Not Applicable
WANDANA,5690,THE DC OF CEDUNA,0,Not Applicable
WATRABA,5690,THE DC OF CEDUNA,0,Not Applicable
WHITE WELL CORNER,5690,THE DC OF CEDUNA,0,Not Applicable
YALATA,5690,PASTORAL UNINCORPORATED AREA,0,Very Remote Australia
YELLABINNA,5690,PASTORAL UNINCORPORATED AREA,0,Not Applicable
BLANCHE HARBOR,5700,PORT AUGUSTA CITY COUNCIL,0,Not Applicable
COMMISSARIAT POINT,5700,PORT AUGUSTA CITY COUNCIL,0,Outer Regional Australia
CULTANA,5700,PASTORAL UNINCORPORATED AREA,0,Not Applicable
DAVENPORT,5700,PORT AUGUSTA CITY COUNCIL,0,Outer Regional Australia
MIRANDA,5700,PORT AUGUSTA CITY COUNCIL,0,Not Applicable
MUNDALLIO,5700,PORT AUGUSTA CITY COUNCIL,0,Not Applicable
PORT AUGUSTA,5700,PORT AUGUSTA CITY COUNCIL,0,Outer Regional Australia
PORT AUGUSTA WEST,5700,PORT AUGUSTA CITY COUNCIL,0,Outer Regional Australia
PORT PATERSON,5700,PORT AUGUSTA CITY COUNCIL,0,Outer Regional Australia
EMEROO,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
CORDILLO DOWNS,5731,PASTORAL UNINCORPORATED AREA,0,Not Applicable
FARINA,5731,PASTORAL UNINCORPORATED AREA,0,Not Applicable
WAMI KATA,5700,PORT AUGUSTA CITY COUNCIL,0,Not Applicable
WINNINOWIE,5700,PORT AUGUSTA CITY COUNCIL,0,Not Applicable
ARKAROOLA VILLAGE,5701,PASTORAL UNINCORPORATED AREA,0,Not Applicable
TARCOOLA,5701,PASTORAL UNINCORPORATED AREA,0,Not Applicable
WOOLUNDUNGA,5701,THE DC OF MOUNT REMARKABLE,0,Not Applicable
STIRLING NORTH,5710,PORT AUGUSTA CITY COUNCIL,0,Outer Regional Australia
KOOTABERRA,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LAKE TORRENS,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
ISLAND LAGOON,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LAKE TORRENS STATION,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MOUNT ARDEN,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
OAKDEN HILLS,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
WILKATANA STATION,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
WINTABATINYANA,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
FARINA STATION,5731,PASTORAL UNINCORPORATED AREA,0,Not Applicable
PERNATTY,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
KONDOOLKA,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
SOUTH GAP,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
WALLERBERDINA,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
YADLAMALKA,5713,PASTORAL UNINCORPORATED AREA,0,Not Applicable
CARRIEWERLOO,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
ILLEROO,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LINCOLN GAP,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
PANDURRA,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
WARTAKA,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
ANGORIGINA,5730,PASTORAL UNINCORPORATED AREA,0,Not Applicable
YALYMBOO,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
YUDNAPINNA,5715,PASTORAL UNINCORPORATED AREA,0,Not Applicable
HILTABA,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
BELTANA,5730,PASTORAL UNINCORPORATED AREA,0,Not Applicable
GIDGEALPA,5731,PASTORAL UNINCORPORATED AREA,0,Not Applicable
KOKATHA,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LAKE EVERARD,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LAKE GAIRDNER,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
LAKE MACFARLANE,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
INNAMINCKA,5731,PASTORAL UNINCORPORATED AREA,0,Very Remote Australia
KOLENDO,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
ORATUNGA STATION,5730,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MAHANEWO,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
THURLGA,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
COMMONWEALTH HILL,5719,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MOONAREE,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
MOUNT IVE,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
NONNING,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
SIAM,5717,PASTORAL UNINCORPORATED AREA,0,Not Applicable
